,id,name,picture_url,host_id,host_since,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_90,review_scores_rating,calculated_host_listings_count,reviews_per_month,Hotel room,Private room,Shared room,host_since_interval,5 to 10,less than 5,Lprice,bathrooms_cislo,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighborhood_overview_1,host_location_1,host_about_1,host_is_superhost_t,host_has_profile_pic_t,host_identity_verified_t,has_availability_t,instant_bookable_t,price_range
4804,51299203,Rental unit in Hlavní město Praha · ★4.75 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51299203/original/bc377b1b-1989-4574-8633-377b7a462865.jpeg,29903164,2015-03-24,100.0,99.0,Praha 2,50.06756,14.44317,Entire home/apt,5, bath,2.0,1900.0,2,35,0,4.75,1,0.42,False,False,False,5 to 10,True,False,7.549609165154532,1.0,False,False,False,False,True,True,False,True,True,True,False,1500-2000
4805,51301094,Rental unit in Hlavní město Praha · ★4.77 · 2 bedrooms · 3 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51301094/original/1233fca1-d94f-4daf-afca-591ffe6fbe71.jpeg,144131668,2017-08-03,100.0,98.0,Praha 1,50.09127,14.42663,Entire home/apt,5, bath,3.0,2172.0,2,365,30,4.77,8,3.38,False,False,False,5 to 10,True,False,7.683403681053826,1.0,False,False,True,False,True,False,False,True,True,True,True,2000-2500
4810,51315038,Rental unit in Hlavní město Praha · ★4.65 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/ecf442ce-1051-4d17-9634-176b462882fb.jpg,37031759,2015-06-29,98.0,100.0,Praha 4,50.0674,14.43693,Entire home/apt,2, bath,1.0,2403.0,2,365,69,4.65,53,2.28,False,False,False,5 to 10,True,False,7.784473235736469,1.0,False,False,True,False,True,True,False,True,True,True,True,2000-2500
4811,51317740,Rental unit in Hlavní město Praha · ★4.58 · 2 bedrooms · 3 beds · 2 baths,https://a0.muscache.com/pictures/08e521a8-90d3-406d-b91d-084c580149f4.jpg,9345552,2013-10-10,100.0,92.0,Praha 1,50.07737,14.42892,Entire home/apt,7, baths,3.0,6736.0,2,1125,56,4.58,45,2.58,False,False,False, more than 10,False,False,8.815221555922163,2.0,False,False,True,True,True,True,False,True,True,True,False,>3000
4813,51335217,Rental unit in Praha 5 · ★4.48 · 2 bedrooms · 4 beds · 1 bath,https://a0.muscache.com/pictures/a5f41775-46c3-4760-a6b9-38af77a15a1c.jpg,799502,2011-07-10,100.0,100.0,Praha 5,50.073,14.40901,Entire home/apt,5, bath,4.0,1451.0,2,28,40,4.48,10,3.28,False,False,False, more than 10,False,False,7.280008252884188,1.0,False,False,True,False,True,True,False,True,True,True,True,1000-1500
4814,51338282,Rental unit in Praha 8 · ★4.64 · 2 bedrooms · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51338282/original/2e3c2351-0d51-4206-b18c-cba2f8189f13.jpeg,410819559,2021-07-04,100.0,100.0,Praha 8,50.096951,14.4652,Entire home/apt,4, bath,2.0,2479.0,1,365,29,4.64,4,3.16,False,False,False,less than 5,False,True,7.8156105320351905,1.0,False,False,False,False,False,False,False,True,True,True,False,2000-2500
4815,51339854,Rental unit in Hlavní město Praha · ★4.91 · 2 bedrooms · 4 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-51339854/original/69e7fa9a-c5b6-49cf-b9bf-97dc4da89ea9.jpeg,3659037,2012-09-24,100.0,100.0,Praha 1,50.08613,14.41556,Entire home/apt,4, baths,4.0,3846.0,2,14,45,4.91,8,6.33,False,False,False, more than 10,False,False,8.254788926148725,1.5,False,False,True,False,True,True,True,True,True,True,True,>3000
4816,51344608,Condo in Praha 3 · ★4.78 · Studio · 1 bed · 1 bath,https://a0.muscache.com/pictures/72144de4-b53f-4351-92e5-2c4866909093.jpg,177301613,2018-03-08,100.0,100.0,Praha 3,50.08364,14.4462,Entire home/apt,2, bath,1.0,1765.0,1,1125,76,4.78,13,2.96,False,False,False,5 to 10,True,False,7.475905969367397,1.0,False,False,True,False,True,True,True,True,True,True,True,1500-2000
4817,51358395,Aparthotel in Hlavní město Praha · 2 bedrooms · 1 bed · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-51358395/original/90d68f87-6893-4691-b6c3-58aaf94d1f44.jpeg,412431963,2021-07-12,100.0,88.0,Praha 1,50.08729,14.40087,Entire home/apt,2, baths,1.0,3048.0,1,365,59,4.890000000000001,8,1.54,False,False,False,less than 5,False,True,8.022240916806537,1.5,False,False,True,False,True,True,False,True,True,True,True,>3000
4819,51359514,Serviced apartment in Hlavní město Praha · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-51359514/original/ccdc0d10-3317-41f3-8804-1df4af1c15b5.jpeg,412431963,2021-07-12,100.0,88.0,Praha 1,50.08928,14.4011,Entire home/apt,6, baths,4.0,5885.0,1,365,64,5.0,8,0.12,False,False,False,less than 5,False,True,8.680162019694377,1.5,False,False,True,False,True,True,False,True,True,True,True,>3000
4823,51363725,Serviced apartment in Hlavní město Praha · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,https://a0.muscache.com/pictures/miso/Hosting-51363725/original/42cce489-11cc-4f94-8c16-d51264949168.jpeg,10762205,2013-12-22,95.0,81.0,Praha 1,50.09028,14.42749,Private room,2, shared bath,1.0,732.0,2,365,0,5.0,1,0.44,False,True,False,5 to 10,True,False,6.595780513961311,1.0,False,False,False,True,True,True,False,True,True,True,True,500-1000
4829,51413700,Guest suite in Hlavní město Praha · ★4.83 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51413700/original/e056f3ad-137f-42ba-83e5-e8848cb9a5ef.jpeg,58655643,2016-02-14,90.0,74.0,Praha 2,50.07248,14.43533,Entire home/apt,2, bath,2.0,1357.0,1,365,70,4.83,1,5.65,False,False,False,5 to 10,True,False,7.213031659834869,1.0,False,True,False,False,True,False,False,True,True,True,False,1000-1500
4830,51414828,Rental unit in Hlavní město Praha · ★4.78 · 3 bedrooms · 7 beds · 2 baths,https://a0.muscache.com/pictures/miso/Hosting-51414828/original/a0002f66-dfa4-4596-926b-e1fcf61b61a2.png,9345552,2013-10-10,100.0,92.0,Praha 1,50.07835,14.42686,Entire home/apt,10, baths,7.0,6000.0,2,1125,31,4.78,45,2.82,False,False,False, more than 10,False,False,8.699514748210191,2.0,False,False,True,True,True,True,False,True,True,True,False,>3000
4832,51501766,Serviced apartment in Prague · ★4.78 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51501766/original/c4d7508a-414a-4fb7-95d7-5311155506bd.jpeg,235148243,2019-01-08,100.0,100.0,Praha 2,50.072857,14.441049,Entire home/apt,2, bath,2.0,1902.0,1,200,73,4.78,11,0.63,False,False,False,less than 5,False,True,7.550661243105336,1.0,False,False,True,True,True,False,True,True,True,True,False,1500-2000
4833,51513990,Loft in Praha 3 · ★4.97 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51513990/original/8c096912-aa3f-4354-b619-ffe051ffa4e2.jpeg,16136818,2014-05-29,100.0,99.0,Praha 3,50.08752,14.45135,Entire home/apt,2, bath,1.0,2048.0,2,20,65,4.97,15,4.34,False,False,False,5 to 10,True,False,7.6246189861593985,1.0,False,False,True,False,True,True,True,True,True,True,True,2000-2500
4834,51520179,Condo in Praha 4 · ★4.77 · 1 bedroom · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-51520179/original/5cb53daa-68a6-4127-b9da-5b4ac71f08e1.jpeg,136460824,2017-06-22,100.0,98.0,Praha 4,50.06029,14.44901,Entire home/apt,3, baths,2.0,2142.0,2,31,0,4.77,1,2.3,False,False,False,5 to 10,True,False,7.669495251007694,1.5,False,False,True,True,True,True,False,True,True,True,False,2000-2500
4835,51553092,Rental unit in Praha 5 · ★4.71 · 1 bedroom · 2 beds · 1 shared bath,https://a0.muscache.com/pictures/miso/Hosting-51553092/original/7cfd17d0-df7e-457f-a683-5c9c4bace8a3.jpeg,417636451,2021-08-09,100.0,100.0,Praha 5,50.06717,14.39792,Private room,2, shared bath,2.0,1000.0,1,31,0,4.71,1,7.33,False,True,False,less than 5,False,True,6.907755278982137,1.0,False,False,True,False,True,False,False,True,True,True,True,500-1000
4836,51574734,Rental unit in Praha 7 · ★4.93 · Studio · 2 beds · 1 bath,https://a0.muscache.com/pictures/33159676-610d-4a2a-8606-c29647e114a0.jpg,223497489,2018-10-31,100.0,99.0,Praha 7,50.10678,14.44343,Entire home/apt,2, bath,2.0,2123.0,3,360,78,4.93,12,2.02,False,False,False,5 to 10,True,False,7.660585461703256,1.0,False,False,True,True,True,True,True,True,True,True,False,2000-2500
4838,51609806,Condo in Praha 2 · ★5.0 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51609806/original/a51c193b-5a21-4c77-b539-5aae647bdde6.jpeg,414698258,2021-07-23,100.0,100.0,Praha 2,50.07583950696423,14.421946182847025,Entire home/apt,4, bath,2.0,2786.0,1,1125,74,5.0,1,5.53,False,False,False,less than 5,False,True,7.932362154339751,1.0,False,False,True,True,True,True,True,True,True,True,False,2500-3000
4840,51665828,Rental unit in Praha 7 · ★4.86 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51665828/original/0c9ea2fa-5c64-4c3c-ba8d-cf125d84a311.png,223497489,2018-10-31,100.0,99.0,Praha 7,50.10671,14.4452,Entire home/apt,4, bath,2.0,2783.0,3,1125,73,4.86,12,1.77,False,False,False,5 to 10,True,False,7.931284761525891,1.0,False,False,True,False,True,True,True,True,True,True,True,2500-3000
4843,51719485,Serviced apartment in Prague · ★5.0 · 1 bedroom · 4 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51501766/original/c4d7508a-414a-4fb7-95d7-5311155506bd.jpeg,235148243,2019-01-08,100.0,100.0,Praha 2,50.072857,14.441049,Entire home/apt,4, bath,4.0,2764.0,1,200,76,5.0,11,0.15,False,False,False,less than 5,False,True,7.92443418488756,1.0,False,False,True,False,True,False,True,True,True,True,False,2500-3000
4844,51726970,Boutique hotel in Hlavní město Praha · ★4.80 · 1 bedroom · 1 bed · 1 private bath,https://a0.muscache.com/pictures/7efbce98-8e73-40a9-be12-987e88deb33a.jpg,419056546,2021-08-18,90.0,100.0,Praha 1,50.08648,14.41758,Private room,2, private bath,1.0,2186.0,1,365,22,4.8,3,1.6,False,True,False,less than 5,False,True,7.689828668736484,1.0,False,False,True,False,True,False,True,True,True,True,False,2000-2500
4846,51738345,Rental unit in Praha 3 · ★4.95 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51738345/original/496012a4-5047-45ad-a34a-3279e68b026a.jpeg,16136818,2014-05-29,100.0,99.0,Praha 3,50.08524,14.4512,Entire home/apt,2, bath,1.0,1056.0,2,28,0,4.95,15,4.86,False,False,False,5 to 10,True,False,6.962243464266207,1.0,False,False,True,False,True,True,True,True,True,True,True,1000-1500
4847,51739922,Rental unit in Praha 1 · ★4.83 · Studio · 1 shared bath,https://a0.muscache.com/pictures/miso/Hosting-51739922/original/57722817-1ecf-4b07-8564-2cf0cfa5c109.jpeg,4100355,2012-11-09,100.0,100.0,Praha 1,50.09145,14.43345,Private room,2, shared bath,1.0,2036.0,2,1125,1,4.83,13,1.46,False,True,False, more than 10,False,False,7.618742377670413,1.0,False,False,True,True,True,True,True,True,True,True,True,2000-2500
4848,51740442,Rental unit in Praha 1 · ★4.83 · Studio · 1 shared bath,https://a0.muscache.com/pictures/miso/Hosting-51740442/original/4aeb7264-69b6-44f1-b8b6-475e0a512753.jpeg,4100355,2012-11-09,100.0,100.0,Praha 1,50.09133,14.43371,Private room,3, shared bath,1.0,2534.0,2,1125,1,4.83,13,0.43,False,True,False, more than 10,False,False,7.837554360881084,1.0,False,False,True,True,True,True,True,True,True,True,True,2500-3000
4849,51741997,Condo in Praha 8 · ★4.96 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51741997/original/de846193-80bb-4406-9957-d990f57cc0da.jpeg,9240826,2013-10-05,100.0,89.0,Praha 8,50.10399,14.47105,Entire home/apt,3, bath,1.0,2200.0,2,365,21,4.96,1,2.84,False,False,False, more than 10,False,False,7.696212639346407,1.0,True,False,False,False,True,True,True,True,True,True,False,2000-2500
4850,51758912,Condo in Hlavní město Praha · ★4.58 · Studio · 1 bed · 1 bath,https://a0.muscache.com/pictures/62fa8838-c223-43d7-9897-01587f2f9d7a.jpg,80409479,2016-06-28,90.0,100.0,Praha 1,50.07895,14.43187,Entire home/apt,2, bath,1.0,3836.0,2,1125,86,4.58,6,0.7,False,False,False,5 to 10,True,False,8.252185436003328,1.0,False,False,True,False,True,False,False,True,True,True,True,>3000
4851,51759358,Condo in Hlavní město Praha · ★4.64 · Studio · 1 bed · 1 bath,https://a0.muscache.com/pictures/d7c6f7c4-b666-48b8-8c14-3d37cba83fa3.jpg,80409479,2016-06-28,90.0,100.0,Praha 2,50.07678,14.43197,Entire home/apt,2, bath,1.0,3836.0,2,1125,75,4.64,6,0.39,False,False,False,5 to 10,True,False,8.252185436003328,1.0,False,False,True,False,True,False,False,True,True,True,False,>3000
4852,51763155,Houseboat in Praha 5 · ★4.75 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/6ddd296b-9090-41ab-ad1d-9b3043aa2128.jpg,292296048,2019-09-05,100.0,100.0,Praha 5,50.06065,14.411772,Entire home/apt,3, bath,1.0,2191.0,2,1125,0,4.75,9,3.95,False,False,False,less than 5,False,True,7.692113339595466,1.0,False,False,True,True,True,True,True,True,True,True,True,2000-2500
4853,51778260,Condo in Praha 1 · ★4.80 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51778260/original/d2adde46-ded2-41bd-a63c-ce702d47a9bb.png,17744714,2014-07-07,100.0,93.0,Praha 1,50.08530941933972,14.432443204159314,Entire home/apt,3, bath,2.0,1853.0,2,365,6,4.8,1,1.76,False,False,False,5 to 10,True,False,7.52456122628536,1.0,False,False,True,True,True,True,True,True,True,True,False,1500-2000
4854,51782913,Rental unit in Hlavní město Praha · ★4.86 · Studio · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51782913/original/34173083-ed19-4dcf-b4c4-300932f5b55a.jpeg,212297195,2018-08-28,100.0,100.0,Praha 3,50.07885,14.45206,Entire home/apt,4, bath,2.0,2662.0,1,365,0,4.86,54,6.64,False,False,False,5 to 10,True,False,7.8868329989550565,1.0,False,False,True,True,True,True,True,True,True,True,True,2500-3000
4857,51802223,Condo in Hlavní město Praha · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-51802223/original/93d55fc9-ad3a-44fc-8d83-4646809f0486.jpeg,290761654,2019-09-01,100.0,99.0,Praha 1,50.0828,14.41739,Entire home/apt,4, baths,2.0,6714.0,4,1125,80,5.0,2,1.66,False,False,False,less than 5,False,True,8.81195017753998,1.5,False,False,True,False,True,True,True,True,True,True,False,>3000
4858,51811506,Boutique hotel in Hlavní město Praha · ★4.75 · 1 bedroom · 1 bed · 1 private bath,https://a0.muscache.com/pictures/f7736bea-399c-439d-a9ab-97d919cf4f38.jpg,419056546,2021-08-18,90.0,100.0,Praha 1,50.0865,14.41563,Private room,2, private bath,1.0,2129.0,1,365,32,4.75,3,0.86,False,True,False,less than 5,False,True,7.663407664893479,1.0,False,False,True,False,True,False,True,True,True,True,False,2000-2500
4859,51811777,Boutique hotel in Hlavní město Praha · ★4.87 · 1 bedroom · 1 bed · 1 private bath,https://a0.muscache.com/pictures/24189d64-fe58-4a75-9be5-8838faa9acea.jpg,419056546,2021-08-18,90.0,100.0,Praha 1,50.08654,14.41591,Private room,2, private bath,1.0,2186.0,1,365,32,4.87,3,1.1,False,True,False,less than 5,False,True,7.689828668736484,1.0,False,False,True,False,True,False,True,True,True,True,False,2000-2500
4860,51853187,Condo in Praha 3 · ★4.62 · 1 bedroom · 4 beds · 1 bath,https://a0.muscache.com/pictures/e8e7304a-71c4-47cd-8f00-394e7b4d311d.jpg,22608410,2014-10-16,100.0,98.0,Praha 3,50.08123,14.45239,Entire home/apt,6, bath,4.0,3571.0,2,1125,50,4.62,8,0.49,False,False,False,5 to 10,True,False,8.18060094759445,1.0,False,False,True,False,True,False,False,True,True,True,True,>3000
4866,51951828,Serviced apartment in Hlavní město Praha · ★4.65 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51951828/original/c3594d16-6db3-4943-ae18-ae829534e4ac.jpeg,65760645,2016-04-04,100.0,98.0,Praha 2,50.07097,14.43151,Entire home/apt,4, bath,1.0,3645.0,2,1125,0,4.65,43,1.83,False,False,False,5 to 10,True,False,8.201111644442758,1.0,False,False,True,False,True,True,False,True,True,True,True,>3000
4867,51974908,Serviced apartment in Prague · ★4.83 · Studio · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51974908/original/e9fa5807-1ae8-4e5e-a4d9-8b6d117f8673.jpeg,235148243,2019-01-08,100.0,100.0,Praha 2,50.072857,14.441049,Entire home/apt,1, bath,2.0,1713.0,1,200,67,4.83,11,1.29,False,False,False,less than 5,False,True,7.44600149832412,1.0,False,False,True,False,True,False,True,True,True,True,False,1500-2000
4868,51975132,Rental unit in Hlavní město Praha · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/prohost-api/Hosting-51975132/original/57b05a5f-8822-43a3-b402-9f9396995976.png,400864,2011-02-20,100.0,100.0,Praha 1,50.08746,14.43346,Entire home/apt,2, bath,2.0,6256.0,1,365,0,5.0,32,0.1,False,False,False, more than 10,False,False,8.741296282225147,1.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4871,51985146,Condo in Praha 5 · ★4.71 · 2 bedrooms · 6 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51985146/original/6280184c-24bc-455e-a36e-a36a1c1e3b3c.jpeg,405457386,2021-06-05,95.0,100.0,Praha 5,50.071941,14.395698,Entire home/apt,8, bath,6.0,7464.0,2,1125,70,4.71,15,1.37,False,False,False,less than 5,False,True,8.91784674252718,1.0,False,False,True,True,True,True,False,True,True,True,True,>3000
4872,51985223,Condo in Praha 5 · ★4.50 · 1 bedroom · 3 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-51985223/original/c012d7ff-34ad-4771-85b0-1a738a125d62.jpeg,405457386,2021-06-05,95.0,100.0,Praha 5,50.071945,14.395677,Entire home/apt,5, bath,3.0,5358.0,2,1125,72,4.5,15,1.31,False,False,False,less than 5,False,True,8.586346050104554,1.0,False,False,True,True,True,True,False,True,True,True,True,>3000
4873,51996226,Condo in Hlavní město Praha · ★4.82 · 1 bedroom · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-51996226/original/df9f651d-2b85-4c3f-a02e-4f7aebc972fd.jpeg,203889226,2018-07-21,100.0,97.0,Praha 1,50.0798,14.41964,Entire home/apt,3, baths,2.0,4286.0,2,90,0,4.82,1,4.49,False,False,False,5 to 10,True,False,8.363109176033522,1.5,False,True,False,True,True,False,True,True,True,True,False,>3000
4875,52046338,Aparthotel in Hlavní město Praha · ★4.93 · 1 bedroom · 1.5 baths,https://a0.muscache.com/pictures/9771a784-fc73-4dd6-a310-1ec049fcb9c0.jpg,24870251,2014-12-15,100.0,99.0,Praha 2,50.07519,14.42942,Entire home/apt,2, baths,1.25,2670.0,2,1125,87,4.93,13,3.58,False,False,False,5 to 10,True,False,7.8898337513942955,1.5,False,False,True,False,True,True,True,True,True,True,False,2500-3000
4876,52068740,Houseboat in Praha 5 · ★4.73 · 1 bedroom · 1 bath,https://a0.muscache.com/pictures/2fca96b7-74d9-49a4-806f-6c4e09743b89.jpg,292296048,2019-09-05,100.0,100.0,Praha 5,50.06089,14.41098,Entire home/apt,7, bath,1.5,3921.0,2,1125,0,4.73,9,3.08,False,False,False,less than 5,False,True,8.27410200229233,1.0,False,False,True,True,True,True,True,True,True,True,False,>3000
4883,52122172,Serviced apartment in Hlavní město Praha · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-52122172/original/c895ef52-6096-4079-9b05-e66bf555cd89.jpeg,3736234,2012-10-02,100.0,99.0,Praha 1,50.08766,14.41709,Entire home/apt,6, baths,2.0,4843.0,1,1125,31,4.9,62,2.02,False,False,False, more than 10,False,False,8.48528964240323,1.5,False,False,True,False,True,True,True,True,True,True,True,>3000
4884,52123760,Serviced apartment in Praha 3 · ★4.38 · 2 bedrooms · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-52123760/original/96a05829-1e40-4f89-8280-09817aac27b7.jpeg,92781139,2016-08-31,100.0,99.0,Praha 1,50.08806,14.41953,Entire home/apt,4, baths,2.0,4691.0,1,1125,68,4.38,30,0.87,False,False,False,5 to 10,True,False,8.453401058328458,1.5,False,False,True,False,False,True,False,True,True,True,True,>3000
4885,52127063,Serviced apartment in Hlavní město Praha · ★4.85 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/d0785677-65f4-46cb-ab94-008ed3cac27f.jpg,22325529,2014-10-09,100.0,99.0,Praha 1,50.08216,14.40672,Entire home/apt,2, bath,1.0,2381.0,1,1125,54,4.85,9,1.5,False,False,False,5 to 10,True,False,7.7752758464868625,1.0,False,False,True,False,True,True,True,True,True,True,True,2000-2500
4886,52129209,Serviced apartment in Hlavní město Praha · ★4.95 · 3 bedrooms · 3 beds · 2 baths,https://a0.muscache.com/pictures/miso/Hosting-52129209/original/84914e8d-83e1-45ab-a9b0-db1c74ca2636.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.08938,14.42243,Entire home/apt,8, baths,3.0,9878.0,2,1125,0,4.95,81,3.83,False,False,False, more than 10,False,False,9.19806534110057,2.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4887,52138834,Condo in Hlavní město Praha · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,https://a0.muscache.com/pictures/c2b6ac3c-5a53-40cc-8d33-798cbd5598cd.jpg,54563221,2016-01-14,100.0,98.0,Praha 1,50.077782,14.422807,Entire home/apt,2, baths,1.0,1851.0,3,10,44,4.88,2,1.21,False,False,False,5 to 10,True,False,7.523481312573497,1.5,False,False,True,True,True,True,False,True,True,True,True,1500-2000
4888,52147792,Serviced apartment in Hlavní město Praha · ★4.81 · 4 bedrooms · 5 beds · 3 baths,https://a0.muscache.com/pictures/miso/Hosting-52147792/original/fcbf6cd7-d396-4425-808d-c25400cedb9d.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.09009,14.42451,Entire home/apt,10, baths,5.0,10876.0,2,1125,0,4.81,81,4.1,False,False,False, more than 10,False,False,9.294313805752362,3.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4889,52148829,Serviced apartment in Hlavní město Praha · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,https://a0.muscache.com/pictures/miso/Hosting-52148829/original/fe9fcb35-2f92-48c9-8da3-ba00a417ae26.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.09031,14.42225,Entire home/apt,8, baths,4.0,7665.0,2,1125,74,4.94,81,3.82,False,False,False, more than 10,False,False,8.944419791305915,2.5,False,False,True,True,True,True,True,True,True,True,True,>3000
4890,52149415,Serviced apartment in Hlavní město Praha · ★4.85 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-52149415/original/edf5433b-bb75-4b89-9c6c-67cf8ed926db.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.08874,14.42373,Entire home/apt,4, bath,2.0,2910.0,2,1125,80,4.85,81,1.88,False,False,False, more than 10,False,False,7.975908360165538,1.0,False,False,True,True,True,True,True,True,True,True,True,2500-3000
4891,52149851,Serviced apartment in Hlavní město Praha · ★4.88 · 3 bedrooms · 4 beds · 2 baths,https://a0.muscache.com/pictures/miso/Hosting-52149851/original/afe246d4-c78c-4403-a465-900319b0e80e.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.09094,14.42354,Entire home/apt,8, baths,4.0,6290.0,2,1125,0,4.88,81,2.43,False,False,False, more than 10,False,False,8.746716349694486,2.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4894,52165982,Bed and breakfast in Hlavní město Praha · ★4.67 · 1 bedroom · 3 beds · 1 bath,https://a0.muscache.com/pictures/6e83b9ed-cc7c-49de-8ada-bc425ab751c2.jpg,24866397,2014-12-15,100.0,100.0,Praha 1,50.08526,14.41982,Private room,4, bath,3.0,2991.0,1,1125,80,4.67,5,0.22,False,True,False,5 to 10,True,False,8.003363058629947,1.0,False,False,True,False,True,True,False,True,True,True,True,2500-3000
4895,52169662,Serviced apartment in Hlavní město Praha · ★4.95 · 2 bedrooms · 3 beds · 2 baths,https://a0.muscache.com/pictures/miso/Hosting-52169662/original/17f03aba-1bd2-40a2-aaee-c5131f97e531.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.08887,14.42419,Entire home/apt,6, baths,3.0,6122.0,2,1125,81,4.95,81,2.27,False,False,False, more than 10,False,False,8.719644119505357,2.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4896,52170298,Serviced apartment in Hlavní město Praha · ★4.97 · 2 bedrooms · 3 beds · 2 baths,https://a0.muscache.com/pictures/miso/Hosting-52170298/original/3a2c6249-0725-43b7-88a5-fd6b0672fc51.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.0888,14.42423,Entire home/apt,6, baths,3.0,4562.0,2,1125,76,4.97,81,3.73,False,False,False, more than 10,False,False,8.425516402844334,2.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4897,52170769,Serviced apartment in Hlavní město Praha · ★4.95 · 2 bedrooms · 3 beds · 2 baths,https://a0.muscache.com/pictures/miso/Hosting-52170769/original/f0a3136e-f0d0-4059-abcd-870386e325e7.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.0893,14.42405,Entire home/apt,6, baths,3.0,5016.0,2,1125,80,4.95,81,3.1,False,False,False, more than 10,False,False,8.520388082312756,2.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4898,52171025,Serviced apartment in Hlavní město Praha · ★4.99 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-52171025/original/6eab930e-a24c-47db-98d4-ddaad839fb03.jpeg,8087351,2013-08-11,100.0,100.0,Praha 1,50.09014,14.42243,Entire home/apt,4, bath,2.0,3093.0,2,1125,87,4.99,81,2.48,False,False,False, more than 10,False,False,8.03689677268507,1.0,False,False,True,True,True,True,True,True,True,True,True,>3000
4900,52179104,Hotel in Praha 5 · 1 bedroom · 3 beds · 1 private bath,https://a0.muscache.com/pictures/miso/Hosting-52179104/original/585abc29-2568-4e82-8e9e-3dacefba9fc2.jpeg,159588398,2017-11-21,80.0,100.0,Praha 5,50.06248,14.41013,Private room,4, private bath,3.0,1845.0,1,365,77,4.666666666666667,5,0.16,False,True,False,5 to 10,True,False,7.520234556474628,1.0,False,False,True,False,True,True,False,True,True,True,True,1500-2000
